id,наименование,ссылка,"регулярная цена, руб.","промо цена, руб.",бренд
44242,"Сыр Mlekara Sabac Mediteraneo Брынза с морской солью 25%, 250г",https://online.metro-cc.ru/products/mediteraneo-morskaya-sol-25-250g-bzmzh,196,нет скидки,MLEKARA SABAC
228619,"Сыр Schonfeld Гауда полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-gauda-45-schonfeld-narezka-bzmzh,164,нет скидки,SCHONFELD
121042,"Сыр Schonfeld Пармезан твердый нарезка 50%, 125г",https://online.metro-cc.ru/products/125g-50-parmezan-schonfeld-bzmzh,237,нет скидки,SCHONFELD
134944,"Сыр плавленый Hochland с грибами 55%, 200г",https://online.metro-cc.ru/products/plavlennyj-hochland-s-gribami-55-200g-bzmzh,169,нет скидки,HOCHLAND
227594,"Сыр Laplandia Эдам 45%, 180г",https://online.metro-cc.ru/products/180g-syr-edam-45-laplandia-kusok-bzmzh,299,219,LAPLANDIA
576012,"Сыр плавленый Viola сливочный, 140г",https://online.metro-cc.ru/products/viola-slivochnyj-140g-bzmzh,111,нет скидки,VIOLA
211633,"Сыр Кабош Perla Di Latte Intensiva 50%, 180г",https://online.metro-cc.ru/products/180g-syr-50-kabosh-perla-di-latte-intensiva-bzmzh,389,259,КАБОШ
353268,"Сыр Предгорье Кавказа Балыковый копченый 45%, 130г",https://online.metro-cc.ru/products/balykovyj-kopchenyj-predgorye-kavkaza-130g-bzmzh,217,нет скидки,ПРЕДГОРЬЕ КАВКАЗА
146506,"Сыр Киприно Мастер полутвердый 50%, ~1.5кг",https://online.metro-cc.ru/products/master-kiprino-15kg-bzmzh,979,нет скидки,КИПРИНО
116245,"Тарелка сырная Cheese Gallery Gourmet, 205г",https://online.metro-cc.ru/products/gourmet-cheese-gallery-205g-bzmzh,689,нет скидки,CHEESE GALLERY
218276,"Сыр Карат плавленный сливочный слайсы 25%, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-25-karat-slivochnyy-slaysy-bzmzh,83,69,КАРАТ
116688,"Сыр плавленый Карат с белыми грибами 45%, 90г",https://online.metro-cc.ru/products/karat-s-belymi-gribami-45-90-g-bzmzh,51,47,КАРАТ
426353,"Сыр Mlekara Sabac А ла Каймак мягкий 70%, 150г",https://online.metro-cc.ru/products/mlekara-sabac-a-la-kajmak-myagkij-70-150-g-bzmzh,134,нет скидки,MLEKARA SABAC
218904,"Сыр Sveza творожный сливочный 60%, 150г",https://online.metro-cc.ru/products/150g-syr-tvorozhnyy-60-sveza-slivochnyy-bzmzh,114,нет скидки,SVEZA
329085,"Сыр President плавленый с грибами, 150г",https://online.metro-cc.ru/products/president-master-buterbrodov-s-gribami-150-g-bzmzh,134,99,PRESIDENT
657075,"Сыр Cheezi Terra del Gusto Горгонзола с голубой плесенью 60%, 100г",https://online.metro-cc.ru/products/cheezzi-terra-del-gusto-gorgonzola-s-goluboj-60-100g-bzmzh,309,нет скидки,CHEEZI
666835,"Сыр Burenka Club Бри Бланш мягкий с белой плесенью 50%, 125г",https://online.metro-cc.ru/products/burenka-club-bri-blansh-s-beloj-50-125-g,299,нет скидки,BURENKA CLUB
134943,"Сыр плавленый Hochland с ветчиной 55%, 200г",https://online.metro-cc.ru/products/plavlennyj-hochland-s-vetchinoj-55-200g-bzmzh,169,нет скидки,HOCHLAND
214931,"Сыр плавленый Карат Янтарь ломтиками 25%, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-yantar-25-karat-slaysy-bzmzh,74,нет скидки,КАРАТ
604286,"METRO Chef Сыр Пармезан хлопья 32%, 500г",https://online.metro-cc.ru/products/hlopya-parmezana-metro-chef-32-500-g-bzmzh,1 089,нет скидки,METRO CHEF
319688,"Сыр Предгорье Кавказа Адыгейский, ~800г",https://online.metro-cc.ru/products/adygejskij-predgorye-800g-bzmzh,909,нет скидки,ПРЕДГОРЬЕ КАВКАЗА
90740,"Сыр плавленый Viola Чеддер 60%, 140г",https://online.metro-cc.ru/products/slivochnyj-valio-viola-chetyre-60-140g-bzmzh,111,нет скидки,VIOLA
404767,"Сыр President сливочный, 300г",https://online.metro-cc.ru/products/slivochnyj-president-master-buterbroda-300-g-bzmzh,229,нет скидки,PRESIDENT
129708,"Тофу Veg's Шелковый, 160г",https://online.metro-cc.ru/products/tofu-veg-039s-shelkovyj-160g,137,нет скидки,VEG`S
68641,"Продукт плавленый Город сыра колбасный копченый 40%, ~800г",https://online.metro-cc.ru/products/gorod-kolbasnyj-kopchenyj-08-kg-bzmzh,164,нет скидки,ГОРОД СЫРА
211346,"Сыр Mozer Камамбертли с белой плесенью 50%, 100г",https://online.metro-cc.ru/products/100g-syr-s-beloy-plesenyu-kamambertli-50-mozer-bzmzh,215,нет скидки,MOZER
112948,"Сыр Cheese Gallery Чеддер полутвердый 50%, 200г",https://online.metro-cc.ru/products/syr-polutverdyj-cheese-gallery-cheddar-200g,267,нет скидки,CHEESE GALLERY
106715,"Сыр творожный Виолетта благородные грибы 70%, 140г",https://online.metro-cc.ru/products/art_106715,107,89,ВИОЛЕТТА
653647,"METRO Chef Сыр сулугуни копченый, ~600г",https://online.metro-cc.ru/products/suluguni-kopchenyj-bez-soderzhaniya-molochnogo-zhira-metro-chef-06-kg,1 019,нет скидки,METRO CHEF
221584,"METRO Chef Сыр твердый швейцарский 50%, 200г",https://online.metro-cc.ru/products/200g-syr-tverdyy-50-metro-chef-shveytsarskiy-bzmzh,539,нет скидки,METRO CHEF
412503,"Сыр Пак Н.Ю. Тофу Королевский соевый, 500г",https://online.metro-cc.ru/products/syr-soevyj-korolevskij-tofu-500g,229,нет скидки,ПАК Н.Ю.
218282,"Сыр Карат плавленный ассорти 25% круг, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-25-karat-assorti-krug-bzmzh,119,79,КАРАТ
132379,"Сыр плавленый 45% Карат Волна брусок, 90г",https://online.metro-cc.ru/products/syr-plavlennyy-45-karat-volna-brusok-90g-bzmzh,39,37,КАРАТ
553286,"Продукт сырный Порховский МСЗ копченый 40%, ~1.3кг",https://online.metro-cc.ru/products/produkt-40-porhovskij-msz-kopchenyj-13kg,239,нет скидки,ПОРХОВСКИЙ МСЗ
122607,"Сыр Cheese Gallery Лайт кусок 9%, 200г",https://online.metro-cc.ru/products/200g-9-sneese-gallery-lajt-kus-bzmzh,259,нет скидки,CHEESE GALLERY
552778,"Сыр Galbani Буррата с трюфелем мягкий 50%, 200г",https://online.metro-cc.ru/products/burrata-galbani-s-tryufelyami-200g-bzmzh,469,нет скидки,GALBANI
228622,"Сыр Сваля тильзитер 45%, 180г",https://online.metro-cc.ru/products/180g-syr-tilziter-45-svalya-bzmzh,245,нет скидки,СВАЛЯ
653645,"METRO Chef Сыр Адыгейский 45%, ~1.1кг",https://online.metro-cc.ru/products/adygejskij-45-metro-chef-vesovoj,829,нет скидки,METRO CHEF
140700,"Сыр Рикотта Unagrande 50%, 200г",https://online.metro-cc.ru/products/200g-syr-50-rikotta-unagrande-bzmzh,183,нет скидки,UNAGRANDE
43860,"Сыр Киприно Молочный полутвердый 50%, ~1кг",https://online.metro-cc.ru/products/molochnyj-kiprino-50-1kg-bzmzh,1 029,нет скидки,КИПРИНО
220092,"Сыр Columbus Тильзитер 45%, 125г",https://online.metro-cc.ru/products/125g-syr-45-tilziter-columbus-narezka-bzmzh,149,нет скидки,COLUMBUS
221863,"METRO Chef Сыр российский кусок 50%, 200г",https://online.metro-cc.ru/products/200g-syr-rossiyskiy-50-metro-chef-kusok-bzmzh,195,нет скидки,METRO CHEF
218279,"Сыр Карат плавленый с ветчиной слайсы 25%, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-25-karat-s-vetchinoy-slaysy-bzmzh,83,69,КАРАТ
228621,"Сыр Schonfeld Эдам полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-edam-45-schonfeld-narezka-bzmzh,169,нет скидки,SCHONFELD
116706,"METRO Chef Сыр моцарелла Фиордилатт 45%, 125г",https://online.metro-cc.ru/products/125g-45-metro-chef-mocarella-fiordilatt-bzmzh,163,нет скидки,METRO CHEF
216424,"Сыр Менестрель трюфель полутвердый, 300г",https://online.metro-cc.ru/products/syr-menestrel-tryufel-polutverdyy-300g,1 079,нет скидки,МЕНЕСТРЕЛЬ
106714,"Сыр творожный Виолетта Лайт сливочный 60%, 160г",https://online.metro-cc.ru/products/art_106714,121,нет скидки,ВИОЛЕТТА
534752,"Сыр плавленый Hochland со Швейцарским сыром, 200г",https://online.metro-cc.ru/products/hochland-so-shvejcarskim-200g-bzmzh,169,нет скидки,HOCHLAND
208841,"Сыр Unagrande моцарелла чильеджина 45%, 125г",https://online.metro-cc.ru/products/125g-syr-motsarella-45-unagrande-chiledzhina-bzmzh,165,нет скидки,UNAGRANDE
213125,"Сыр Кабош Neerlander Gentle кусок 50%, 180г",https://online.metro-cc.ru/products/180g-syr-neerlander-gentle-50-kabosh-kusok-bzmzh,319,209,КАБОШ
116687,"Сыр плавленый Карат с лососем 45%, 90г",https://online.metro-cc.ru/products/karat-s-lososem-45-90-g-bzmzh,51,47,КАРАТ
663836,"Сыр творожный President Козий Chevre 65%, 140г",https://online.metro-cc.ru/products/kozij-president-140g-bzmzh,389,нет скидки,PRESIDENT
211645,"Сыр Кабош Levenkaas нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-45-kabosh-levenkaas-narezka-bzmzh,219,нет скидки,КАБОШ
231174,"METRO Chef Сыр алтайский 50%, 200г",https://online.metro-cc.ru/products/metro-chef-syr-altayskiy-50-200g,259,нет скидки,METRO CHEF
533064,"Сыр Cheese Gallery Чеддер белый 50%, 150г",https://online.metro-cc.ru/products/syr-cheese-gallery-chedder-beliy-50-150g,219,нет скидки,CHEESE GALLERY
593393,"Сыр Le Superbe Emmentaler полутвердый 50%, 195г",https://online.metro-cc.ru/products/lustenberger-emmentaler-195-g-bzmzh,699,нет скидки,LE SUPERBE
54359,"Сыр Picсante Galbani с голубой плесенью 62%, 125г",https://online.metro-cc.ru/products/s-goluboj-picsante-galbani-125g-bzmzh,369,нет скидки,GALBANI
217805,"Сыр Laime премиум 50%, 200г",https://online.metro-cc.ru/products/200g-syr-premium-50-laime-bzmzh,235,нет скидки,LAIME
562170,"Сыр Unagrande Качокавалло полутвердый 45%, 260г",https://online.metro-cc.ru/products/art_562170,349,нет скидки,UNAGRANDE
516187,"Сыр Bonfesto Моцарелла 1 шар 45%, 100г",https://online.metro-cc.ru/products/mocarella-bonfesto-45-1-shar-100g-bzmzh,134,нет скидки,BONFESTO
226207,"Сыр Киприно Гран-При твердый 50%, 150г",https://online.metro-cc.ru/products/150g-syr-gran-pri-50-kiprino-kusok-bzmzh,239,нет скидки,КИПРИНО
118143,"Сыр Умалат Кавказский мягкий 45%, 370г",https://online.metro-cc.ru/products/370g-45-kavkazskij-umalat-bzmzh,339,нет скидки,УМАЛАТ
663846,"Сыр плавленый President Классическая коллекция, 140г",https://online.metro-cc.ru/products/president-klassicheskaya-kollekciya-140g,123,нет скидки,PRESIDENT
120584,"Сыр плавленый Viola Колбаски гриль 50%, 400г",https://online.metro-cc.ru/products/400g-50-viola-kolbaski-gril-bzmzh,329,нет скидки,VIOLA
225644,"METRO Chef Сыр Чечил Коса копченый 45%, 540г",https://online.metro-cc.ru/products/540g-syr-chechil-kosa-45-metro-chef-kopchenyy-bzmzh,679,нет скидки,METRO CHEF
88183,"Сыр плавленый Карат сливочный 45%, 200г",https://online.metro-cc.ru/products/art_88183,116,94,КАРАТ
223257,"Сыр President Greco рассольный 45%, 250г",https://online.metro-cc.ru/products/250g-syr-rassolnyy-45-president-greco-bzmzh,209,нет скидки,PRESIDENT
120585,"Сыр плавленый Viola с креветками 35%, 400г",https://online.metro-cc.ru/products/400g-50-viola-s-krevetkami-bzmzh,329,нет скидки,VIOLA
135190,"Сыр плавленый Viola четыре сыра 50%, 400г",https://online.metro-cc.ru/products/plavlennyj-viola-chetyre-50-400g-bzmzh,329,нет скидки,VIOLA
32417,"Сыр Say Cheese Сырная тарелка №7, 185г",https://online.metro-cc.ru/products/saycheese-tarelka-7-185g-bzmzh,649,нет скидки,SAY CHEESE
655337,"Соус Ferore Инжир фруктово-пряный для сыра, 60г",https://online.metro-cc.ru/products/furore-inzhir-fruktovo-pryanyj-dlya-syra-60g,244,нет скидки,FERORE
21718,"Сыр плавленый President с грибами, 140г",https://online.metro-cc.ru/products/president-s-gribami-8-treugolnikov-140-g-bzmzh,123,нет скидки,PRESIDENT
216423,"Сыр Менестрель Аббатстсво полутвердый, 300г",https://online.metro-cc.ru/products/syr-menestrel-abbatstsvo-polutverdyy-300g,679,529,МЕНЕСТРЕЛЬ
122603,"Сыр Cheese Gallery Эмменталер нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-45-sneese-gallery-emment-slajs-bzmzh,209,нет скидки,CHEESE GALLERY
666834,"Сыр Burenka Club Камамбер мягкий 50%, 125г",https://online.metro-cc.ru/products/kamamber-burenka-club-50-125g-bzmzh,299,нет скидки,BURENKA CLUB
213128,"Сыр Кабош Kilt нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-kilt-45-kabosh-narezka-bzmzh,239,нет скидки,КАБОШ
226199,"Сыр Киприно Вкусный завтрак полутвердый 50%, 180г",https://online.metro-cc.ru/products/180g-syr-50-kiprino-vkusnyy-zavtrak-kusok-bzmzh,189,нет скидки,КИПРИНО
227591,"Сыр Laplandia Эдам 45%, 120г",https://online.metro-cc.ru/products/120g-syr-edam-45-laplandia-narezka-bzmzh,229,149,LAPLANDIA
222933,"Сыр Ларец вкус топленого молока золотой 50%, 245г",https://online.metro-cc.ru/products/245g-syr-50-larets-zolotoy-vkus-toplyonogo-molok-bzmzh,299,289,ЛАРЕЦ
662686,"Сыр Cooking Рикотта мягкий 50%, 500г",https://online.metro-cc.ru/products/art_662686,259,нет скидки,COOKING
225501,"Сыр Natura selection Matured Havarti выдержанный 45%, 200г",https://online.metro-cc.ru/products/200g-syr-havarti-45-natura-selection-vyderzh-bzmzh,349,нет скидки,NATURA SELECTION
133309,"Сыр лапландский Тысяча озёр нарезка 45%, 150г",https://online.metro-cc.ru/products/laplandskij-tysyacha-ozer-narezka-45-150g-bzmzh,194,нет скидки,ТЫСЯЧА ОЗЁР
231175,"METRO Chef Сыр швейцарский 50%, 200г",https://online.metro-cc.ru/products/metro-chef-syr-shveytsarskiy-50-200g,259,нет скидки,METRO CHEF
106974,"Сыр Карат карамельный десертный плавленый 30%, 230г",https://online.metro-cc.ru/products/karat-karamelnyj-desertnyj-30-230-g,144,нет скидки,КАРАТ
105439,"Сыр Cheese Gallery Гауда нарезка 45%, 125г",https://online.metro-cc.ru/products/cheese-gallery-gauda-slajs-125g,219,нет скидки,CHEESE GALLERY
78119,"Сыр плавленый President Маасдам, 140г",https://online.metro-cc.ru/products/art_78119,123,нет скидки,PRESIDENT
214929,"Сыр плавленый Карат Дружба ломтиками 25%, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-druzhba-25-karat-slaysy-bzmzh,74,нет скидки,КАРАТ
72776,"Сыр плавленый President сливочный, 140г",https://online.metro-cc.ru/products/art_72776,123,нет скидки,PRESIDENT
465113,"Сыр плавленый Viola с белыми грибами, 130г",https://online.metro-cc.ru/products/viola-s-belymi-gribami-130-g-bzmzh,99,нет скидки,VIOLA
90978,"Сыр-мусс творожный President Прованс c грибами, 120г",https://online.metro-cc.ru/products/president-griby-120g-bzmzh,129,99,PRESIDENT
553284,"Сыр плавленый Аланталь копченый 40%, ~500г",https://online.metro-cc.ru/products/alantal-kopchenyj-40-500g,749,нет скидки,АЛАНТАЛЬ
210272,"Буррата Galbani со вкусом песто 50%, 200г",https://online.metro-cc.ru/products/200g-syr-burrata-50-galbani-so-vkusom-pesto-bzmzh,459,нет скидки,GALBANI
116689,"Сыр плавленый Карат с ветчиной 45%, 90г",https://online.metro-cc.ru/products/karat-s-vetchinoj-45-90-g-bzmzh,51,47,КАРАТ
213131,"Сыр Кабош легкий нарезка 30%, 125г",https://online.metro-cc.ru/products/125g-syr-legkiy-30-kabosh-narezka-bzmzh,189,нет скидки,КАБОШ
226167,"Сыр плавленый President Маасдам 45%, 400г",https://online.metro-cc.ru/products/400g-plavlenyy-syr-45-president-maasdam-bzmzh,229,нет скидки,PRESIDENT
214940,"Сыр Natura брынза 45%, 240г",https://online.metro-cc.ru/products/240g-syr-brynza-45-natura-bzmzh,229,нет скидки,NATURA
116705,"METRO Chef Сыр моцарелла Чильеджина 45%, 125г",https://online.metro-cc.ru/products/125g-45-metro-chef-mocarella-chilyedzhina-bzmzh,167,нет скидки,METRO CHEF
31763,"METRO Chef Сыр Сиртос мягкий 45%, 500г",https://online.metro-cc.ru/products/metro-chef-sirtos-myagkij-45-500-g,449,нет скидки,METRO CHEF
639965,"Продукт рассольный Сиртаки Original комбинированный для греческого салата, 1кг",https://online.metro-cc.ru/products/produkt-sirtaki-original-1kg,519,нет скидки,СИРТАКИ
208695,"Сыр Unagrande маскарпоне без лактозы 80%, 250г",https://online.metro-cc.ru/products/250g-syr-maskarpone-80-unagrande-bez-laktozy-bzmzh,389,нет скидки,UNAGRANDE
110173,"Сыр Schonfeld Швейцарский Чеддер полутвердый нарезка 53%, 125г",https://online.metro-cc.ru/products/syr-cheddar-schonfeld-narezka-53-125g-bzmzh,369,нет скидки,SCHONFELD
533062,"Сыр Cheese Gallery Чеддер красный 50%, 150г",https://online.metro-cc.ru/products/cheese-gallery-chedder-krasnyj-narezka-45-150g-bzmzh,224,нет скидки,CHEESE GALLERY
112949,"Сыр Cheese Gallery Parmegrino Гойя твердый 40%, 180г",https://online.metro-cc.ru/products/syr-tverdyj-cheese-gallery-parmegrino-gojya-40-180g,419,нет скидки,CHEESE GALLERY
104743,"Сыр Бонджорно Рикотта с шоколадом мягкий 30%, 200г",https://online.metro-cc.ru/products/syr-myagkij-bondzhorno-rikotta-s-shokoladom-30-200-g,194,нет скидки,БОНДЖОРНО
225487,"Сыр Natura selection White&Blue с голубой плесенью 60%, 125г",https://online.metro-cc.ru/products/125g-syr-whiteblue-60-natura-selection-s-plesenyu-bzmzh,389,нет скидки,NATURA SELECTION
228616,"Сыр Schonfeld Швейцарский Чиз полутвердый кусок 53%, 150г",https://online.metro-cc.ru/products/150g-syr-53-schonfeld-swiss-cheese-bzmzh,429,нет скидки,SCHONFELD
31810,"Сыр рассольный Moloko Group Буррата 50%, 150г",https://online.metro-cc.ru/products/moloko-group-burrata-150-g,339,нет скидки,MOLOKO GROUP
21714,"Сыр плавленый President с ветчиной, 140г",https://online.metro-cc.ru/products/president-s-vetchinoj-8-treugolnikov-140-g-bzmzh,123,нет скидки,PRESIDENT
211644,"Сыр Кабош Neerlander Gentle нарезка 50%, 125г",https://online.metro-cc.ru/products/125g-syr-50-kabosh-neerlander-gentle-nar-bzmzh,229,нет скидки,КАБОШ
135189,"Сыр плавленый Viola лосось 35%, 400г",https://online.metro-cc.ru/products/plavlennyj-viola-losos-35-400g-bzmzh,329,нет скидки,VIOLA
205851,"Сыр Burenka Club Creme Blue 60%, 125г",https://online.metro-cc.ru/products/125g-syr-60-burenkaclub-creme-blue-bzmzh,359,нет скидки,BURENKA CLUB
226597,"Сыр рассольный Natura Traditional 52.5%, 250г",https://online.metro-cc.ru/products/250g-syr-rassolnyy-525-natura-traditional-bzmzh,179,нет скидки,NATURA
88182,"Сыр плавленый Карат с кусочками ветчины, 200г",https://online.metro-cc.ru/products/art_88182,116,94,КАРАТ
216557,"Сыр Viola плавленный курочка гриль 35%, 400г",https://online.metro-cc.ru/products/400g-syr-plavlenyy-35-viola-kurochka-gril-bzmzh,329,нет скидки,VIOLA
136303,"Сыр Аланталь плавленый сливочный батончики 40%, 190г",https://online.metro-cc.ru/products/syr-atlantal-plavlennyy-slivochnyy-batonchiki-40-190g,169,нет скидки,АЛАНТАЛЬ
528064,"Сыр плавленый Valio Viola с беконом, 400г",https://online.metro-cc.ru/products/valio-viola-s-bekonom-400-g-bzmzh,329,нет скидки,VIOLA
662320,"Сыр Viola Четыре Сыра плавленый 45%, 130г",https://online.metro-cc.ru/products/valio-viola-chetyre-8-porcij-45-130g-bzmzh,99,нет скидки,VIOLA
137354,"Сыр плавленый Viola с лисичками нарезка 45%, 140г",https://online.metro-cc.ru/products/syr-plavlennyy-viola-s-lisichkami-narezka-45-140g-bzmzh,111,нет скидки,VIOLA
136302,"Сыр Аланталь плавленый копченый батончики 40%, 190г",https://online.metro-cc.ru/products/syr-atlantal-plavlennyy-kopchenyy-batonchiki-40-190g,169,нет скидки,АЛАНТАЛЬ
135188,"Сыр плавленый Viola копченый лосось 45%, 130г",https://online.metro-cc.ru/products/plavlennyj-viola-kopchenyj-losos-45-130g,99,нет скидки,VIOLA
44357,"Сыр Jalo Kerma Легкий нарезка 30%, 140г",https://online.metro-cc.ru/products/syr-jalo-kerma-legkij-30-fasovannyj-narezka-140-g,179,нет скидки,JALO KERMA
213127,"Сыр Кабош Kilt нарезка 45%, 180г",https://online.metro-cc.ru/products/180g-syr-kilt-45-kabosh-kusok-bzmzh,319,нет скидки,КАБОШ
136297,"Сыр Labas Rytas твердый выдержанный Brandus 45%, 200г",https://online.metro-cc.ru/products/syr-labas-rytas-tverdyy-vyderzhannyy-brandus-45-200g,309,нет скидки,LABAS RYTAS
213119,"Сыр Кабош Casa Brava кусок 50%, 180г",https://online.metro-cc.ru/products/180g-syr-casa-brava-50-kabosh-kusok-bzmzh,329,нет скидки,КАБОШ
76701,"Продукт сырный Green Idea пармезан веган кусок, 200г",https://online.metro-cc.ru/products/art_76701,309,нет скидки,GREEN IDEA
450116,"Сыр Пак Н.Ю. Тофу королевский с укропом, 500г",https://online.metro-cc.ru/products/syr-pak-nyu-tofu-korolevskij-s-ukropom-500g,254,нет скидки,ПАК Н.Ю.
